,ensembl_gene_id,log2FoldChange,padj,-log10(padj),hgnc_symbol
38,ENSG00000101871,-0.1955557570065162,0.4234427084086583,0.3732053411895324,MID1
39,ENSG00000231249,-0.207279605890802,0.4569934551824057,0.3400900196205648,ITPR1-DT
40,ENSG00000039650,0.1154818531779384,0.394796351586507,0.4036268694096172,PNKP
41,ENSG00000198093,-0.1142360789039155,0.6618950113808512,0.1792108921221499,ZNF649
42,ENSG00000273055,-0.10008956511368,0.7889240200635554,0.1029648209427431,
43,ENSG00000120332,-0.106123135567764,0.7948546141654738,0.0997123003243875,TNN
44,ENSG00000169758,0.0484030235378904,0.8112186499297853,0.0908620734588551,TMEM266
45,ENSG00000166033,0.0614124308506729,0.8254295140820812,0.0833200065346548,HTRA1
46,ENSG00000006695,-0.027466175297608,0.8399013032807564,0.0757717448415589,COX10
47,ENSG00000152380,0.0406627312262917,0.8562543371773804,0.0673972156660198,FAM151B
48,ENSG00000288573,0.1635980678064936,0.5212872554203976,0.2829228926986367,
49,ENSG00000249274,-0.08609910823697,0.8088813528637225,0.0921151762560294,PDLIM1P4
50,ENSG00000258744,-0.0578399789552322,0.7682771795959528,0.1144820666202414,
51,ENSG00000144230,-0.0591218371583745,0.9006034263204401,0.0454664051087846,GPR17
52,ENSG00000160633,0.0216900407141129,0.8772746039636858,0.0568644427582445,SAFB
53,ENSG00000182208,-0.175879186091497,0.1524187832911042,0.8169615095251885,MOB2
54,ENSG00000129514,0.1404668910882463,0.6487707861073881,0.1879087144658384,FOXA1
55,ENSG00000213801,-0.264568125631739,0.2804544422590462,0.5521376765911317,ZNF321P
56,ENSG00000244926,-0.2812293852039833,0.3596087955429358,0.4441696945554725,ALKBH3-AS1
57,ENSG00000230387,-0.7072639822036959,0.0654908993384645,1.183819045682807,LINC03125
58,ENSG00000213023,0.2512229371766094,0.5746107377351831,0.2406262626191043,SYT3
59,ENSG00000267571,-0.1320997286800024,0.5642846568503241,0.2485017582286817,
60,ENSG00000224621,-0.3342775746082252,0.3243671413838715,0.4889631465645795,
61,ENSG00000185271,-0.3805215957931201,0.1786719572532807,0.7479436051096102,KLHL33
62,ENSG00000267466,-0.8116629211979863,0.1742461553434233,0.7588367956205218,
63,ENSG00000189190,0.1087414784419843,0.5616728717587777,0.2505165516089617,ZNF600
64,ENSG00000108094,0.1859952641707929,0.069080593188307,1.1606439418442662,CUL2
65,ENSG00000182916,0.0298590541407093,0.9219117282003316,0.035310660064324,TCEAL7
66,ENSG00000213762,-0.0138402001053105,0.9471674010822416,0.0235732575951075,ZNF134
67,ENSG00000231776,0.4424497374533772,0.6786927536757654,0.168326787695861,LINC01611
68,ENSG00000211978,0.206335792598071,0.5939475021681597,0.226251939743137,IGHV5-78
69,ENSG00000274487,0.2198870550446696,0.1715517766576714,0.7656047798600523,NPEPPSP1
70,ENSG00000117153,0.0117184040154846,0.9390158024241188,0.0273270990567343,KLHL12
71,ENSG00000149292,-0.281280751459385,0.0295365656776645,1.5296400030642667,TTC12
72,ENSG00000143545,-0.1075958218740178,0.4759831455626726,0.3224084252600136,RAB13
73,ENSG00000115977,0.2066072313277154,0.184235026943407,0.7346277977977638,AAK1
74,ENSG00000074842,-0.1250328238501614,0.5319695406708032,0.274113233677314,MYDGF
75,ENSG00000152749,0.1539486018242586,0.307471727225834,0.5121948124879782,GPR180
76,ENSG00000257842,-0.3703730585859268,0.6462645833924858,0.1895896436420261,NOVA1-DT
77,ENSG00000051128,0.2756327183410981,0.1371251788369253,0.8628827930154881,HOMER3
78,ENSG00000272808,0.0029978256552551,0.996117788842268,0.0016893041268844,GCAWKR
79,ENSG00000067225,0.0724695536507696,0.7207771468439815,0.1421989916695228,PKM
80,ENSG00000106571,0.5422299710107381,0.0191008876451986,1.7189464500059797,GLI3
81,ENSG00000158488,-0.2873887800286936,0.4797987312529068,0.3189409047854246,CD1E
82,ENSG00000227582,-0.2934586357203154,0.3661431818170694,0.4363490487230701,ADGRF5P1
83,ENSG00000123810,-0.1503259112790388,0.3834694889574097,0.4162691853123254,B9D2
84,ENSG00000116922,0.0804179888099428,0.5164588608199436,0.2869642670397326,AIRIM
85,ENSG00000167046,-0.7804475245406358,0.0405143175337174,1.39239147241371,
86,ENSG00000257815,0.0029994617702882,0.992772093741586,0.0031504391084148,PRANCR
87,ENSG00000182648,0.6759073798577645,0.000138203309694,3.859481556349337,RNF32-DT
88,ENSG00000230630,0.2981678565367851,0.3238157273200053,0.4897020619371184,DNM3OS
89,ENSG00000113249,-0.9667949030780532,0.0454484865142909,1.3424805746958346,HAVCR1
90,ENSG00000112796,0.0215427124118934,0.9534689698389712,0.0206934362802654,ENPP5
91,ENSG00000109063,0.3572173348962457,0.1407721721396457,0.8514831880962257,MYH3
92,ENSG00000284713,-0.3640586357681125,0.2798937907106026,0.5530067360105564,SMIM38
93,ENSG00000151893,0.0060161490813796,0.969744102481868,0.0133428528904424,CACUL1
94,ENSG00000110696,-0.1047325104679679,0.3066103590606223,0.5134131762694255,C11orf58
95,ENSG00000173166,0.2248907382471055,0.3234226864731813,0.4902295197896891,RAPH1
